name,brand,categories,prices,reviews
"
        Bundle: Taste of the Wild Pacific Stream Grain-Free Dry Food + Tylee's Freeze-Dried Mixers for Dogs, Beef Recipe", Taste of the Wild ,a/b,$69.09,0
"
        Bundle: American Journey Salmon & Sweet Potato Recipe Grain-Free Dry Food, 24-lb bag + Stews Poultry & Beef Grain-Free Canned Dog Food", American Journey ,a/b,$75.98,Read  1 Review
"
        Purina ONE +Plus Digestive Health Formula Dry Dog Food",Purina ONE,a/b,"{'31.1-lb bag': '41.99', '16.5-lb bag': '25.28'}",287 Reviews
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Lamb & Potato Canned Food + Dry Dog Food", Blue Buffalo ,a/b,$111.86,0
Health Extension Little Bites Grain-Free Salmon Recipe Dry Dog Food,Health Extension,a/b,"{'12-lb bag': '$43.98', '3.5-lb bag': '$22.98'}",2 Reviews
"
        Natural Balance Limited Ingredient Lamb & Brown Rice Small Breed Bites Recipe Dry Dog Food",Natural Balance,a/b,"{'4-lb bag': '17.88', '12-lb bag': '34.98'}",159 Reviews
"
        Bundle: Nutro Natural Choice Large Breed Adult Lamb & Brown Rice Recipe Dry Food + Hearty Stew Meaty Lamb, Green Bean & Carrot Cuts in Gravy Grain-Free Canned Dog Food", Nutro ,a/b,$90.93,3 Reviews
"
        Merrick Lil' Plates Grain-Free Chicken & Sweet Potato Recipe with Freeze-Dried Raw Bites Dry Dog Food",Merrick,a/b,"{'10-lb bag': '47.98', '4-lb bag': '24.98'}",45 Reviews
"
        Zignature Pork Limited Ingredient Formula Grain-Free Dry Dog Food",Zignature,a/b,"{'4-lb bag': '14.24', '12.5-lb bag': '36.24', '25-lb bag': '62.99'}",256 Reviews
Hound & Gatos Ancient Grain Cage Free Chicken Recipe Dry Dog Food,Hound & Gatos,a/b,"{'4-lb bag': '$17.99', '12-lb bag': '$58.31', '24-lb bag': '$96.64'}",2 Reviews
"
        Bundle: Taste of the Wild High Prairie Grain-Free Dry Food + Tylee's Freeze-Dried Mixers for Dogs, Beef Recipe", Taste of the Wild ,a/b,$69.09,0
"Royal Canin Veterinary Diet Adult Selected Protein PW Large Breed Dog Food, 26.4-lb bag",Royal Canin Veterinary Diet,a/b,"{'26.4-lb bag': '$124.99', '8.8-lb bag': '$46.49'}",29 Reviews
"
        Bundle: Hill's Science Diet Adult Small Bites Lamb Meal & Brown Rice Recipe Dry Food + Hill's Natural Soft Savories with Peanut Butter & Banana Dog Treats", Hill's Science Diet ,a/b,$75.98,0
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Sweet Potato & Fish Formula Canned Food + Salmon & Sweet Potato Formula Dry Dog Food", Natural Balance ,a/b,$98.62,0
"
        Bundle: Wellness Complete Health Adult Deboned Chicken & Oatmeal Recipe Dry Food + CORE Bowl Boosters Tender Turkey & Chicken Recipe Dog Food Mixer or Topper", Wellness ,a/b,$79.17,0
Health Extension Little Bites Grain-Free Venison Recipe Dry Dog Food,Health Extension,a/b,"{'3.5-lb bag': '$22.98', '12-lb bag': '$43.98'}",2 Reviews
"
        Bundle: Wellness CORE Grain-Free Original Deboned Turkey, Turkey Meal & Chicken Meal Recipe Dry Food + CORE Bowl Boosters Tender Turkey & Chicken Recipe Dog Food Mixer or Topper", Wellness ,a/b,$55.97,0
"
        Bundle: Rachael Ray Nutrish Real Chicken & Veggies Recipe Dry Dog Food + Natural Variety Pack Wet Food", Rachael Ray Nutrish ,a/b,$64.47,4 Reviews
"
        Dog Chow Tender & Crunchy with Real Lamb Dry Dog Food, 32-lb bag",Dog Chow,a/b,$22.98,144 Reviews
"Purina Beneful Healthy Weight with Farm-Raised Chicken Dry Dog Food, 28-lb bag",Purina Beneful,a/b,"{'28-lb bag': '$31.99', '3.5-lb bag': '$6.49', '6.3-lb bag': '$10.98', '14-lb bag': '$16.48', '15.5-lb bag': '$15.70', '28-lb bag, bundle of 2': '$59.98', '31.1-lb bag': '$32.10'}",618 Reviews
"
        Zignature Salmon Limited Ingredient Formula Grain-Free Dry Dog Food",Zignature,a/b,"{'12.5-lb bag': '41.24', '25-lb bag': '72.99', '4-lb bag': '16.24'}",215 Reviews
"
        Merrick Backcountry Raw Infused Great Plains Red Recipe + Grains with Beef, Lamb & Rabbit Freeze-Dried Dry Dog Food",Merrick,a/b,"{'20-lb bag': '74.98', '4-lb bag': '25.98'}",35 Reviews
"Wysong Optimal Performance Dry Dog Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$17.89', '8-lb bag': '$15.99'}",18 Reviews
"Black Gold Explorer Game Bird Formula with Turkey & Quail Grain-Free Dry Dog Food, 28-lb bag",Black Gold,a/b,{'28-lb bag': '$72.94'},4 Reviews
"
        Purina Pro Plan Adult Shredded Blend Salmon & Rice Formula Dry Dog Food",Purina Pro Plan,a/b,"{'17-lb bag': '39.78', '5-lb bag': '17.99', '33-lb bag': '55.48'}",427 Reviews
"
        Merrick Lil' Plates Grain-Free Beef & Sweet Potato Recipe with Freeze-Dried Raw Bites Dry Dog Food",Merrick,a/b,"{'10-lb bag': '47.98', '4-lb bag': '24.98'}",42 Reviews
"Cesar Porterhouse Flavor & Spring Vegetables Garnish Small Breed Dry Dog Food, 5-lb bag",Cesar,a/b,"{'5-lb bag': '$8.99', '2.7-lb bag': '$5.99'}",61 Reviews
"
        Bundle: Purina ONE SmartBlend Small Bites Beef and Rice Dry Food + Milk-Bone Soft & Chewy Beef & Filet Mignon Recipe Dog Treats", Purina ONE ,a/b,$52.98,3 Reviews
"
        Health Extension Grain-Free Little Bites Buffalo & Whitefish Recipe Dry Dog Food",Health Extension,a/b,"{'23.5-lb bag': '65.01', '10-lb bag': '42.98'}",98 Reviews
"
        Bundle: EverRoot Digestion + Pumpkin Chewable Tablets Dog Supplement + Purina Pro Plan High Protein Shredded Blend Chicken & Rice Formula with Probiotics Dry Food", EverRoot ,a/b,$79.32,0
Lotus Oven-Baked Small Bites Grain-Free Sardine & Herring Recipe Dry Dog Food,Lotus,a/b,"{'10-lb bag': '$56.99', '4-lb bag': '$28.69'}",25 Reviews
SquarePet Squarely Natural Turkey Meal & Brown Rice Formula Dry Dog Food,SquarePet,a/b,"{'4.4-lb bag': '$16.99', '22-lb bag': '$59.99'}",3 Reviews
"
        Bundle: Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry Food + Dr. Lyon's Probiotic Daily Digestive Health Support Dog Supplement", Purina Pro Plan ,a/b,$76.33,0
"
        Bundle: Pedigree Big Dogs Adult Complete Nutrition Large Breed Roasted Chicken Flavor Dry Dog Food + Choice Cuts In Gravy Country Stew & Chicken & Rice Flavor Canned Wet Food Variety Pack", Pedigree ,a/b,$50.32,0
Lotus Oven-Baked Small Bites Grain-Free Turkey Recipe Dry Dog Food,Lotus,a/b,"{'10-lb bag': '$54.49', '4-lb bag': '$27.49'}",27 Reviews
"
        Bundle: Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry + Canned Dog Food, 35-lb bag", Purina Pro Plan ,a/b,$81.76,0
"Hill's Prescription Diet i/d Digestive Care Small Bites Chicken Flavor Dry Dog Food, 7-lb bag",Hill's Prescription Diet,a/b,{'7-lb bag': '$46.99'},177 Reviews
"
        Bundle: Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry Food + Purina Pro Plan Veterinary Diets Calming Care Probiotic Dog Supplement", Purina Pro Plan ,a/b,$105.47,Read  1 Review
"
        Health Extension Grain-Free Buffalo & Whitefish Recipe Dry Dog Food",Health Extension,a/b,"{'1-lb bag': '4.99', '4-lb bag': '24.98', '23.5-lb bag': '65.01', '10-lb bag': '40.00'}",96 Reviews
"
        Purina Pro Plan Complete Essentials Shredded Blend Turkey & Rice Formula High Protein Dry Dog Food",Purina Pro Plan,a/b,"{'17-lb bag': '39.99', '33-lb bag': '58.49'}",25 Reviews
"
        Royal Canin Breed Health Nutrition Labrador Retriever Adult Dry Dog Food",Royal Canin,a/b,"{'30-lb bag': '92.99', '17-lb bag': '64.99'}",379 Reviews
Blue Buffalo True Solutions Top Form Active Adult Formula Dry Dog Food,Blue Buffalo,a/b,"{'11-lb bag': '$34.99', '4-lb bag': '$15.53', '24-lb bag': '$59.99'}",2 Reviews
Triumph Wild Spirit Deboned Lamb & Brown Rice Recipe Dry Dog Food,Triumph,a/b,"{'28-lb bag': '$38.79', '3.3-lb bag': '$8.54', '15-lb bag': '$28.29'}",10 Reviews
"Triumph Wild Spirit Deboned Beef, Barley & Brown Rice Recipe Dry Dog Food",Triumph,a/b,"{'30-lb bag': '$47.99', '3.5-lb bag': '$8.34', '16-lb bag': '$27.99'}",16 Reviews
Optimeal Nutrient Balance Chicken & Rice Recipe Large Breed Dry Dog Food,Optimeal,a/b,"{'8.8-lb bag': '$22.27', '26.5-lb bag': '$72.59', '44-lb bag': '$120.99'}",Write the First Review
"
        Stella & Chewy's Wild Red Raw Coated Kibble Grain-Free Red Meat Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'1-lb bag': '5.99', '3.5-lb bag': '13.65', '21-lb bag': '54.59'}",8 Reviews
"
        Royal Canin Breed Health Nutrition French Bulldog Adult Dry Dog Food",Royal Canin,a/b,"{'6-lb bag': '29.99', '17-lb bag': '64.99'}",154 Reviews
"
        Blue Buffalo Wilderness Nature's Evolutionary Diet Plus Wholesome Grains Chicken, Oats & Barley Small Breed Adult Dry Dog Food, 4.5-lb bag",Blue Buffalo,a/b,$20.98,9 Reviews
"
        Health Extension Original Chicken & Brown Rice Recipe Dry Dog Food",Health Extension,a/b,"{'4-lb bag': '20.53', '15-lb bag': '40.00', '30-lb bag': '60.01', '1-lb bag': '3.49', '40-lb bag': '76.02'}",157 Reviews
"Chicken Soup for the Soul Grain-Free Salmon, Pea & Sweet Potato Recipe Dry Dog Food",Chicken Soup for the Soul,a/b,"{'25-lb bag': '$52.99', '4-lb bag': '$15.99'}",3 Reviews
Evolve Deboned Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food,Evolve,a/b,"{'12-lb bag': '$32.99', '3.5-lb bag': '$11.72'}",83 Reviews
"
        Royal Canin Breed Health Nutrition Poodle Adult Dry Dog Food",Royal Canin,a/b,"{'2.5-lb bag': '20.99', '10-lb bag': '52.99'}",133 Reviews
"
        Blue Buffalo Freedom Small Breed Adult Chicken Recipe Grain-Free Dry Dog Food",Blue Buffalo,a/b,"{'4-lb bag': '21.98', '11-lb bag': '37.98'}",318 Reviews
Triumph Wild Spirit Deboned Chicken & Brown Rice Recipe Dry Dog Food,Triumph,a/b,"{'30-lb bag': '$38.70', '3.5-lb bag': '$8.23', '16-lb bag': '$27.99'}",20 Reviews
"
        Solid Gold Star Chaser Chicken & Brown Rice with Vegetables Adult Dry Dog Food",Solid Gold,a/b,"{'24-lb bag': '52.99', '4-lb bag': '13.99'}",40 Reviews
"Sport Dog Food Active Series Dock Dog Buffalo & Oatmeal Formula Dry Dog Food, 30-lb bag",Sport Dog Food,a/b,{'30-lb bag': '$71.20'},20 Reviews
Blackwood Salmon Meal & Field Pea Recipe Grain-Free Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$83.99', '5-lb bag': '$17.09', '15-lb bag': '$44.17'}",8 Reviews
Blue Buffalo Life Protection Formula Adult Beef & Brown Rice Recipe Dry Dog Food,Blue Buffalo,a/b,"{'34-lbs bag': '$65.98', '5-lbs bag': '$15.98', '15-lbs bag': '$34.98', '30-lbs bag': '$58.99'}",155 Reviews
Evolve Classic Deboned Chicken & Brown Rice Recipe Dry Dog Food,Evolve,a/b,"{'30-lb bag': '$40.86', '4-lb bag': '$7.20', '15-lb bag': '$27.15'}",37 Reviews
Supreme Source Grain-Free Lamb & Potato Recipe Dry Dog Food,Supreme Source,a/b,"{'22-lb bag': '$41.68', '6-lb bag (Original)': '$9.99', '12-lb bag (Original)': '$22.93', '24-lb bag (Original)': '$38.99', '5-lb bag': '$12.20', '11-lb bag': '$24.43'}",41 Reviews
"
        Wellness Grain-Free Complete Health Large Breed Adult Deboned Chicken & Chicken Meal Recipe Dry Dog Food, 24-lb bag",Wellness,a/b,$64.98,17 Reviews
"
        Stella & Chewy's Wild Red Raw Coated Kibble Wholesome Grains Prairie Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'1-lb bag': '4.19', '3.5-lb bag': '16.94', '21-lb bag': '53.19'}",10 Reviews
"
        Hill's Science Diet Adult 1-5 Large Breed Chicken & Brown Rice Recipe Dry Dog Food, 30-lb bag",Hill's Science Diet,a/b,$68.99,18 Reviews
Chicken Soup for the Soul Small Bites Beef & Brown Rice Recipe Adult Dry Dog Food,Chicken Soup for the Soul,a/b,"{'13.5-lb bag': '$36.99', '4.5-lb bag': '$14.99'}",2 Reviews
"
        Blue Buffalo Freedom Adult Beef Recipe Grain-Free Dry Dog Food",Blue Buffalo,a/b,"{'4-lb bag, bundle of 3': '65.97', '24-lb bag': '62.99', '11-lb bag': '39.99', '4-lb bag': '21.99'}",196 Reviews
"
        Whole Earth Farms Grain-Free Chicken & Turkey Recipe Dry Dog Food",Whole Earth Farms,a/b,"{'4-lb bag': '11.98', '25-lb bag': '49.98'}",312 Reviews
Adirondack Herring Turkey Meal & Lentils Recipe Grain-Free Dry Dog Food,Adirondack,a/b,"{'12-lb bag': '$29.99', '4-lb bag': '$13.99'}",1 Review
"Evolve Deboned Grain-Free Duck, Sweet Potato & Venison Recipe Dry Dog Food",Evolve,a/b,"{'11-lb bag': '$32.00', '3.5-lb bag': '$11.63'}",36 Reviews
Rachael Ray Nutrish Zero Grain Natural Turkey & Potato Recipe Grain-Free Dry Dog Food,Rachael Ray Nutrish,a/b,"{'26-lb bag': '$44.48', '3.5-lb bag': '$6.95', '6-lb bag': '$10.99', '14-lb bag': '$19.96', '28-lb bag': '$39.99', '5.5-lb bag': '$10.49', '13-lb bag': '$24.48'}",452 Reviews
"
        Nutro Natural Choice Healthy Weight Adult Lamb & Brown Rice Recipe Dry Dog Food, 30-lb bag",Nutro,a/b,$57.98,326 Reviews
AvoDerm Beef & Vegetables Recipe Grain-Free Dry Dog Food,AvoDerm,a/b,"{'4-lb bag': '$12.88', '24-lb bag': '$59.99'}",10 Reviews
Inception Chicken & Pork Meal Recipe Dry Dog Food,Inception,a/b,"{'4-lb bag': '$9.99', '13.5-lb bag': '$24.99', '27-lb bag': '$43.99'}",10 Reviews
American Natural Premium Triple Protein Recipe with Ancestral Grains Legume-Free Premium Dry Dog Food,American Natural Premium,a/b,"{'30-lb bag': '$59.85', '4-lb bag': '$14.33', '12-lb bag': '$27.89', '33-lb bag': '$63.99'}",14 Reviews
"
        Solid Gold Mighty Mini Small & Toy Breed Grain-Free Lamb, Sweet Potato & Carrot Dry Dog Food",Solid Gold,a/b,"{'11-lb bag': '39.99', '4-lb bag': '18.99'}",50 Reviews
"
        Royal Canin Giant Junior Dry Dog Food",Royal Canin,a/b,"{'6-lb bag': '22.99', '30-lb bag': '78.99'}",130 Reviews
Moist & Meaty Burger with Cheddar Cheese Flavor Dry Dog Food,Moist & Meaty,a/b,"{'6-oz pouch, case of 36': '$16.54', '6-oz pouch, case of 24': '$10.70', '6-oz pouch, case of 36, bundle of 2': '$33.08'}",401 Reviews
"I and Love and You Naked Essentials Ancient Grain Beef and Lamb Recipe Dry Dog Food, 4-lb bag",I and Love and You,a/b,"{'23-lb': '$64.78', '4-lb': '$16.55'}",4 Reviews
"
        Whole Earth Farms Grain-Free Salmon & Whitefish Dry Dog Food",Whole Earth Farms,a/b,"{'25-lb bag': '54.98', '4-lb bag': '11.98'}",128 Reviews
"Sport Dog Food Active Series Field Dog Chicken & Sweet Potato Formula Flax-Free Dry Dog Food, 30-lb bag",Sport Dog Food,a/b,{'30-lb bag': '$64.95'},19 Reviews
"Kibbles 'n Bits Bistro Oven Roasted Beef, Spring Vegetable & Apple Flavor Dry Dog Food, 17.6-lb bag",Kibbles 'n Bits,a/b,"{'17.6-lb bag': '$12.99', '3.5-lb bag': '$13.83', '4.2-lb bag': '$6.30', '16-lb bag': '$10.17', '34.1-lb bag': '$20.12', '35-lb bag': None, '50-lb bag': '$25.99'}",289 Reviews
AvoDerm Natural Grain-Free Sensitive Support Duck Recipe Adult Dry Dog Food,AvoDerm,a/b,"{'22-lb bag': '$59.99', '4-lb bag': '$15.00'}",140 Reviews
Blackwood Chicken Meal & Rice Recipe Everyday Diet Adult Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$59.99', '5-lb bag': '$13.97', '15-lb bag': '$35.99'}",34 Reviews
"
        Whole Earth Farms Adult Recipe Dry Dog Food",Whole Earth Farms,a/b,"{'4-lb bag': '10.98', '25-lb bag': '44.98', '37-lb bag': '54.98'}",141 Reviews
"
        I and Love and You Naked Essentials Grain-Free Chicken and Duck Recipe Dry Dog Food",I and Love and You,a/b,"{'40-lb bag': '94.99', '23-lb bag': '64.99', '4-lb bag': '16.99', '11-lb bag': '24.99'}",79 Reviews
"
        Solid Gold Buck Sensitive Stomach Grain-Free Wild Venison, Potato & Pumpkin Dry Dog Food",Solid Gold,a/b,"{'4-lb bag': '21.99', '24-lb bag': '59.89'}",52 Reviews
"Blue Buffalo Life Protection Formula Toy Breed Adult Chicken & Brown Rice Recipe Dry Dog Food, 4-lb bag",Blue Buffalo,a/b,"{'4-lb bag': '$19.98', '4-lb bag (Original)': '$16.49'}",127 Reviews
"Supreme Source Beef, Chicken Meal & Lentil Recipe Dry Dog Food",Supreme Source,a/b,"{'22-lb bag': '$50.02', '5-lb bag': '$13.49', '11-lb bag': '$26.47'}",Write the First Review
"
        Halo Holistic Chicken & Chicken Liver Small Breed Dry Dog Food",Halo,a/b,"{'4-lb bag': '19.99', '10-lb bag': '44.99'}",129 Reviews
"
        Royal Canin Breed Health Nutrition Miniature Schnauzer Adult Dry Dog Food",Royal Canin,a/b,"{'10-lb bag': '52.99', '2.5-lb bag': '20.99'}",154 Reviews
SPORTMiX CanineX Chicken Meal & Vegetable Formula Dry Dog Food,SPORTMiX,a/b,"{'40-lb bag (Original)': '$49.99', '40-lb bag': '$49.99'}",33 Reviews
"AvoDerm Chicken Meal & Brown Rice Recipe Large Breed Adult Dry Dog Food, 26-lb bag",AvoDerm,a/b,"{'26-lb bag': '$54.99', '15-lb bag': '$22.88', '26-lb bag (original)': '$41.28', '30-lb bag': '$57.34'}",22 Reviews
"
        I and Love and You Naked Essentials Grain-Free Lamb and Bison Recipe Dry Dog Food",I and Love and You,a/b,"{'11-lb bag': '24.99', '23-lb bag': '52.01', '40-lb bag': '94.99', '4-lb bag': '16.99'}",173 Reviews
"Kinetic Performance Power 30K Formula Dry Dog Food, 35-lb bag",Kinetic,a/b,{'35-lb bag': '$58.99'},47 Reviews
Triumph Free Spirit Grain-Free Deboned Salmon & Sweet Potato Recipe Dry Dog Food,Triumph,a/b,"{'26-lb bag': '$52.49', '3-lb bag': '$10.99', '14-lb bag': '$32.99'}",27 Reviews
"Pro Pac Ultimates Meadow Prime Grain-Free Lamb & Potato Dry Dog Food, 28-lb bag",Pro Pac,a/b,"{'28-lb bag (new)': '$46.99', '5-lb bag': '$15.77', '28-lb bag': '$49.45', '5-lb bag (new)': '$14.99'}",57 Reviews
"Mayday Emergency Dry Dog Food, 8-oz bag",Mayday,a/b,"{'5 count': '$39.95', '1 count': '$11.99'}",Write the First Review
"AvoDerm Advanced Joint Health Chicken Meal Formula Grain-Free Dry Dog Food, 4-lb bag",AvoDerm,a/b,{'4-lb bag': '$17.80'},5 Reviews
Regal Pet Foods Pastureland Recipe Lamb & Whitefish Meals Whole Grains Dry Dog Food,Regal Pet Foods,a/b,"{'26-lb bag': '$57.99', '4-lb bag': '$15.99', '13-lb bag': '$27.45'}",Write the First Review
Inception Pork Recipe Dry Dog Food,Inception,a/b,"{'4-lb bag': '$9.99', '13.5-lb bag': '$24.99', '27-lb bag': '$43.99'}",30 Reviews
Nature's Advantage Grain-Free Beef Burger Dinner Dry Dog Food,Nature's Advantage,a/b,"{'14-oz bag': '$20.58', '25-oz bag': '$36.59'}",2 Reviews
Dr. Gary's Best Breed Holistic Chicken with Vegetables & Herbs Dry Dog Food,Dr. Gary's Best Breed,a/b,"{'26-lb bag': '$53.99', '4-lb bag (Original)': '$13.99', '4-lb bag': '$15.49', '13-lb bag': '$30.99', '15-lb bag': '$31.99', '30-lb bag': '$53.99'}",20 Reviews
"Tiki Dog Aloha Petites Duck Luau Grain-Free Dry Dog Food, 3.5-lb bag",Tiki Dog,a/b,"{'3.5-lb bag': '$18.99', '10-lb bag': '$36.06'}",19 Reviews
"
        Wellness Toy Breed Complete Health Adult Deboned Chicken, Brown Rice & Peas Recipe Dry Dog Food, 4-lb bag",Wellness,a/b,$19.98,155 Reviews
"
        Blue Buffalo Freedom Large Breed Adult Chicken Recipe Grain-Free Dry Dog Food, 24-lb bag",Blue Buffalo,a/b,$59.99,159 Reviews
"
        Diamond Naturals Small Breed Adult Lamb & Rice Formula Dry Dog Food",Diamond,a/b,"{'18-lb bag': '29.99', '6-lb bag': '16.49', '18-lb bag, bundle of 2': '56.98'}",106 Reviews
American Natural Premium Market Fresh Fish Recipe With Zucchini & Carrots  Dry Dog Food,American Natural Premium,a/b,"{'30-lb bag': '$69.99', '4-lb bag': '$17.70', '12-lb bag': '$32.01', '33-lb bag': '$65.99'}",11 Reviews
"
        Solid Gold Wild Heart Sensitive Stomach Grain-Free Quail, Chickpea & Pumpkin Dry Dog Food, 24-lb bag",Solid Gold,a/b,$54.99,32 Reviews
"
        Hill's Science Diet Adult Small Bites Lamb Meal & Brown Rice Recipe Dry Dog Food",Hill's Science Diet,a/b,"{'33-lb bag': '68.99', '4.5-lb bag': '17.99', '15.5-lb bag': '43.99'}",131 Reviews
Natural Balance Original Ultra Chicken & Barley Formula Dry Dog Food,Natural Balance,a/b,"{'4-lb bag': '$15.78', '11-lb bag': '$25.98'}",1 Review
"
        Bil-Jac Adult Select Chicken Recipe Dry Dog Food",Bil-Jac,a/b,"{'15-lb bag': '44.99', '6-lb bag': '23.99', '30-lb bag': '61.99'}",127 Reviews
Blackwood Chicken Meal & Field Pea Recipe Grain-Free Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$70.99', '5-lb bag': '$14.39', '15-lb bag': '$35.99'}",11 Reviews
"
        Dr. Tim's Grain-Free Kinesis Formula Dry Dog Food",Dr. Tim's,a/b,"{'30-lb bag': '82.89', '5-lb bag': '19.49'}",159 Reviews
"Sport Dog Food K-9 Series Police K-9 Chicken & Fish Formula Dry Dog Food, 40-lb bag",Sport Dog Food,a/b,{'40-lb bag': '$68.95'},23 Reviews
"
        Bundle: Royal Canin Shih Tzu Adult Dry + Wet Dog Food", Royal Canin ,a/b,$62.48,6 Reviews
"
        Blue Buffalo Wilderness Adult Small Bite Chicken Recipe Grain-Free Dry Dog Food, 24-lb bag",Blue Buffalo,a/b,$59.98,193 Reviews
"
        Taste of the Wild Appalachian Valley Small Breed Grain-Free Dry Dog Food",Taste of the Wild,a/b,"{'5-lb bag': '17.99', '14-lb bag': '36.99', '28-lb bag': '55.99'}",425 Reviews
"Earthborn Holistic Western Feast Grain-Free Dry Dog Food, 28-lb bag",Earthborn Holistic,a/b,"{'28-lb bag': '$63.14', '5-lb bag': '$19.49', '14-lb bag': '$35.20'}",9 Reviews
Optimeal Grain-Free Chicken & Veggies Recipe All Breed Dry Dog Food,Optimeal,a/b,"{'3.3-lb bag': '$13.81', '8.8-lb bag': '$25.83', '22-lb bag': '$80.84'}",Write the First Review
Regal Pet Foods Large Breed Recipe Dry Dog Food,Regal Pet Foods,a/b,"{'26-lb bag': '$50.49', '4-lb bag': '$13.49'}",1 Review
"Nutro Ultra Toy Breed Adult Dry Dog Food, 4-lb bag",Nutro,a/b,"{'4-lb bag': '$15.59', '8-lb bag': '$24.99'}",111 Reviews
Horizon Complete All Life Stages Dry Dog Food,Horizon,a/b,"{'25-lb bag': '$50.99', '8.8-lb bag': '$21.99'}",11 Reviews
"Tiki Dog Aloha Petites Chicken Luau Grain-Free Dry Dog Food, 3.5-lb bag",Tiki Dog,a/b,"{'3.5-lb bag': '$18.94', '10-lb bag': '$34.19'}",22 Reviews
"
        Chicken Soup for the Soul Chicken, Turkey, & Brown Rice Recipe Dry Dog Food",Chicken Soup for the Soul,a/b,"{'28-lb bag': '42.01', '13.5-lb bag': '28.04', '4.5-lb bag': '12.04', '40-lb bag': '67.99', '1.5-lb bag': '2.99'}",243 Reviews
"
        Bundle: Hill's Science Diet Adult Small & Mini Perfect Weight Dry Food + Hill's Natural Soft Savories with Peanut Butter & Banana Dog Treats", Hill's Science Diet ,a/b,$54.02,5 Reviews
"Sport Dog Food K-9 Series Project K-9 Hero Multiple Protein Formula Flax-Free Dry Dog Food, 40-lb bag",Sport Dog Food,a/b,{'40-lb bag': '$68.95'},54 Reviews
Hill's Science Diet Adult Perfect Weight Small Bites Chicken Recipe Dry Dog Food,Hill's Science Diet,a/b,"{'28.5-lb bag': '$70.99', '4-lb bag': '$20.49', '15-lb bag': '$45.99'}",48 Reviews
CANIDAE Under the Sun Grain-Free Chicken Recipe Adult Dry Dog Food,CANIDAE,a/b,"{'40-lb bag': '$62.99', '4-lb bag (Original)': '$10.66', '4-lb bag': '$11.99', '12-lb bag (Original)': '$25.64', '12-lb bag': '$32.99', '25-lb bag (Original)': '$37.99', '25-lb bag': '$44.03'}",57 Reviews
Addiction Grain-Free Salmon Bleu Dry Dog Food,Addiction,a/b,"{'20-lb bag': '$55.99', '4-lb bag': '$15.99', '33-lb bag': '$82.99'}",20 Reviews
Nature's Advantage Grain-Free Butcher's Beef Dinner Dry Dog Food,Nature's Advantage,a/b,"{'25-oz bag': '$31.66', '14-oz bag': '$29.49'}",1 Review
Horizon Legacy All Life Stages Grain-Free Salmon Dry Dog Food,Horizon,a/b,"{'25-lb bag': '$76.40', '8.8-lb bag': '$33.99'}",60 Reviews
Blackwood 1000 Chicken Meal & Oats Recipe Everyday Diet Adult Dry Dog Food,Blackwood,a/b,"{'30-lb bag': '$42.74', '5-lb bag': '$10.79', '15-lb bag': '$25.99'}",19 Reviews
"
        Merrick Grain-Free Duck + Sweet Potato Recipe Dry Dog Food",Merrick,a/b,"{'22-lb bag': '69.98', '4-lb bag': '24.98'}",315 Reviews
"
        Blue Buffalo Wilderness Large Breed Chicken Recipe Grain-Free Dry Dog Food, 24-lb bag",Blue Buffalo,a/b,$62.98,253 Reviews
"Eagle Pack Original Chicken Meal & Pork Meal Formula Dry Dog Food, 30-lb bag",Eagle Pack,a/b,"{'30-lb bag': '$41.28', '6-lb bag': '$12.03', '50-lb Breeder': '$66.51', '15-lb bag': '$29.35'}",109 Reviews
"Wysong Growth Dry Dog Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$12.19', '8-lb bag': '$16.05', '4-lb bag': '$9.16'}",22 Reviews
"
        Hill's Science Diet Adult 1-6 Chicken & Brown Rice Recipe Small Bites Dry Dog Food",Hill's Science Diet,a/b,"{'15-lb bag': '43.99', '4-lb bag': '19.49'}",15 Reviews
"
        Purina Pro Plan Sport All Life Stages Active 27/17 Turkey & Barley Formula Dry Dog Food, 33-lb bag",Purina Pro Plan,a/b,$62.98,94 Reviews
"
        Natural Balance Original Ultra Grain-Free Chicken Formula Dry Dog Food",Natural Balance,a/b,"{'24-lb bag': '52.48', '4-lb bag': '15.78', '11-lb bag': '25.98'}",20 Reviews
"
        Wellness Grain-Free Complete Health Adult Lamb & Lamb Meal Recipe Dry Dog Food, 24-lb bag",Wellness,a/b,$69.98,53 Reviews
"
        CANIDAE Sustain Premium Recipe Cage-Free Chicken Adult Dry Dog Food",CANIDAE,a/b,"{'4-lb bag': '17.99', '18-lb bag': '49.99'}",0
